BTC	ETH	XRP	LTC	XLM
-0.0664568280992917	-0.728041516245487	0.0397448478900883	-0.0855106888361045	-0.0053453947368421
0.0156321839080459	-0.06826801181429	0.0391694195375178	0.0129870129870129	-0.0305911533691609
-0.00230119209295291	0.00933327824452872	-0.00658492279745675	0.0128205128205129	0.0515991471215352
0.022384391424358	0.510343737296174	-0.0181714285714287	0.0531645569620253	-0.0275750202757502
-0.014830430119457	0.14018691588785	-0.0372482830869514	-0.0408653846153846	-0.00750625521267714
-0.00863428185299201	0.5	-0.014992141216298	-0.0275689223057645	-0.0487394957983194
0.00605877006967594	0	0.02332146802504	0.0386597938144331	0.0220848056537103
-0.0155450165612767	-0.0765027322404372	0.00995561952740791	-0.0248138957816377	-0.0190146931719966
-0.0116230166316193	-0.0710059171597632	-0.0124703087885987	0.00508905852417303	-0.0594713656387664
-0.00205021082356571	-0.235668789808917	-0.0016837041491281	0.00759493670886071	0.0163934426229508
-0.181797038530119	-0.0916666666666666	-0.0902300927599084	-0.128140703517588	-0.134562211981567
0.0739056281978396	0.155963302752294	0.0272775423728814	0.0028818443804034	-0.0362087326943557
0.0382477501323451	0.158730158730159	0.0146945088940449	0.0373563218390804	0.121546961325967
-0.0118121946037816	-0.0410958904109589	0.00114329268292687	-0.0110803324099723	-0.017241379310345
-0.00937352195038056	-0.0142857142857143	-0.0201751046821471	-0.0168067226890756	0.00300751879699266
-0.00963583488866704	-0.0217391304347825	-0.022015022015022	-0.0341880341880341	-0.0209895052473765
-0.0774860849366699	-0.088888888888889	-0.0205243644067796	-0.117994100294985	-0.0342011230219499
0.0528291130219963	-0.0731707317073171	-0.036636474246316	-0.0167224080267559	-0.0195560253699788
0.0190424619827625	0.0175438596491228	0.0513612124614089	0.00340136054421777	0.0970350404312667
-0.00469379621839438	-0.00862068965517242	0.00787506673785371	-0.0271186440677966	-0.0147420147420148
0.0294968189705032	0.0347826086956522	-0.0156270692623494	0.0139372822299652	0.174064837905237
-0.00700086430423511	-0.00840336134453782	0.0427821875420422	-0.0103092783505155	0.0947323704333049
-0.00443902863608674	0.11864406779661	0.0385756676557863	-0.0104166666666666	-0.0830422972448583
0.00568281168036375	0.0303030303030303	-0.0206211180124223	-0.00350877192982464	0.0490901396529834
-0.00843258280448578	-0.00735294117647059	-0.00875190258751898	-0.00704225352112677	-0.017749092375958
0.00508504295984568	-0.0444444444444445	-0.0147152911068459	-0.00709219858156029	-0.0049281314168379
-0.00915910676901602	-0.0232558139534884	-0.034935064935065	-0.0607142857142857	-0.0189847296739577
0.0137336033101506	0.00793650793650794	-0.0102274256493069	0.0266159695817492	-0.0235591081194784
0.0204950065132436	0.0551181102362205	0.0686607749830048	0.0814814814814814	0.0667815596725548
0.0205088928601821	-0.0298507462686567	0.00394402035623407	0.0445205479452054	0.0205977382875607
4.1694462975279e-05	-0.0384615384615385	0.00342161956659476	0	-0.0296794618124258
0.0156764644569523	-0.00800000000000001	-0.0109876231371559	0	-0.0619902120717782
-0.022330774598744	-0.0241935483870968	-0.0195377346443621	-0.0426229508196721	-0.0456521739130435
0.00130159130033171	-0.0330578512396695	-0.00195363375879139	0.0102739726027398	0.00592255125284738
0.0068349547131836	-0.159847863247863	0.101918308756362	0.0033898305084745	0.0104166666666667
